Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
26.5,27.5,26.5,27.0,27.0,2400.0,2.0,64800.0,2400.0,100.0,1.0,0.5
26.5,27.8,26.5,27.15,27.15,2400.0,2.0,65160.0,1200.0,50.0,1.3,0.65
27.45,27.5,27.4,27.4,27.45,3600.0,3.0,98820.0,2400.0,66.67,0.1,-0.05
27.4,27.4,27.4,27.4,27.4,1200.0,1.0,32880.0,1200.0,100.0,0.0,0.0
25.0,25.0,25.0,25.0,25.0,84000.0,13.0,2100000.0,84000.0,100.0,0.0,0.0
28.0,28.0,26.45,26.65,26.79,8400.0,5.0,225000.0,8400.0,100.0,1.55,-1.35
24.3,26.0,24.3,24.3,24.98,6000.0,5.0,149880.0,3600.0,60.0,1.7,0.0
25.0,25.0,25.0,25.0,25.0,15600.0,1.0,390000.0,15600.0,100.0,0.0,0.0
25.5,30.0,25.1,27.35,26.76,7200.0,6.0,192660.0,6000.0,83.33,4.9,1.85
25.0,26.5,25.0,26.5,25.83,8400.0,7.0,216960.0,7200.0,85.71,1.5,1.5
24.6,25.5,24.6,25.5,25.05,2400.0,2.0,60120.0,1200.0,50.0,0.9,0.9
23.9,23.9,23.0,23.2,23.37,9600.0,8.0,224340.0,8400.0,87.5,0.9,-0.7
23.2,23.8,22.3,23.8,23.03,4800.0,4.0,110520.0,3600.0,75.0,1.5,0.6
22.05,22.5,21.7,22.05,22.17,9600.0,8.0,212820.0,7200.0,75.0,0.8,0.0
21.2,24.5,21.15,22.65,22.51,10800.0,6.0,243060.0,10800.0,100.0,3.35,1.45
24.2,25.0,22.05,24.25,23.89,18000.0,14.0,429960.0,13200.0,73.33,2.95,0.05
23.5,25.0,21.0,23.35,22.73,39600.0,28.0,900120.0,25200.0,63.64,4.0,-0.15
22.0,22.1,22.0,22.1,22.05,3600.0,3.0,79380.0,3600.0,100.0,0.1,0.1
21.85,22.8,21.1,21.8,21.9,14400.0,12.0,315300.0,9600.0,66.67,1.7,-0.05
21.4,22.1,21.4,22.1,21.83,3600.0,3.0,78600.0,2400.0,66.67,0.7,0.7
21.4,23.5,21.4,23.5,22.32,6000.0,5.0,133920.0,4800.0,80.0,2.1,2.1
22.75,23.4,22.75,23.4,23.2,4800.0,4.0,111360.0,4800.0,100.0,0.65,0.65
25.9,25.9,22.5,23.6,23.52,7200.0,6.0,169320.0,6000.0,83.33,3.4,-2.3
22.8,23.3,21.5,23.1,21.61,465600.0,31.0,10061700.0,460800.0,98.97,1.8,0.3
22.8,24.5,22.8,24.45,23.43,14400.0,7.0,337440.0,13200.0,91.67,1.7,1.65
25.0,26.05,24.5,26.0,25.41,8400.0,7.0,213420.0,7200.0,85.71,1.55,1.0
25.0,26.9,23.7,25.9,23.83,289200.0,18.0,6892320.0,285600.0,98.76,3.2,0.9
26.0,31.0,26.0,30.55,29.49,42000.0,26.0,1238400.0,34800.0,82.86,5.0,4.55
33.0,34.7,30.6,34.15,33.16,79200.0,51.0,2626320.0,58800.0,74.24,4.1,1.15
31.0,37.25,31.0,37.2,35.04,52800.0,33.0,1850040.0,38400.0,72.73,6.25,6.2
34.5,39.9,34.5,39.7,38.52,43200.0,27.0,1664100.0,34800.0,80.56,5.4,5.2
38.5,40.5,37.25,40.15,38.66,37200.0,14.0,1438140.0,37200.0,100.0,3.25,1.65
41.5,41.5,38.4,39.25,40.27,10800.0,6.0,434880.0,9600.0,88.89,3.1,-2.25
41.7,41.7,37.4,37.7,39.1,14400.0,9.0,563100.0,13200.0,91.67,4.3,-4.0
35.35,38.5,35.35,37.9,37.6,16800.0,7.0,631740.0,15600.0,92.86,3.15,2.55
37.0,40.65,34.4,39.55,37.04,138000.0,62.0,5111280.0,98400.0,71.3,6.25,2.55
38.25,40.0,37.3,39.7,39.39,42000.0,13.0,1654320.0,40800.0,97.14,2.7,1.45
37.5,40.5,37.5,40.2,38.58,25200.0,10.0,972180.0,25200.0,100.0,3.0,2.7
38.5,38.5,37.35,38.0,37.94,10800.0,9.0,409800.0,9600.0,88.89,1.15,-0.5
37.0,38.3,36.0,38.0,37.05,32400.0,18.0,1200420.0,25200.0,77.78,2.3,1.0
39.0,39.5,37.0,38.2,38.65,14400.0,10.0,556560.0,10800.0,75.0,2.5,-0.8
37.05,39.85,37.0,38.7,38.48,62400.0,22.0,2401320.0,54000.0,86.54,2.85,1.65
37.25,38.8,37.25,38.6,38.52,21600.0,8.0,831960.0,20400.0,94.44,1.55,1.35
36.25,38.0,35.5,38.0,36.88,12000.0,8.0,442500.0,9600.0,80.0,2.5,1.75
37.5,38.45,37.0,37.9,37.9,22800.0,13.0,864060.0,20400.0,89.47,1.45,0.4
37.5,37.5,37.5,37.5,37.5,1200.0,1.0,45000.0,1200.0,100.0,0.0,0.0
37.0,37.75,37.0,37.55,37.03,216000.0,10.0,7999500.0,213600.0,98.89,0.75,0.55
37.5,37.8,37.5,37.6,37.6,7200.0,4.0,270720.0,7200.0,100.0,0.3,0.1
37.45,37.8,36.45,37.15,37.09,88800.0,45.0,3293460.0,64800.0,72.97,1.35,-0.3
37.0,37.2,35.5,36.8,36.65,90000.0,33.0,3298920.0,73200.0,81.33,1.7,-0.2
36.95,37.3,35.8,37.3,36.99,51600.0,31.0,1908600.0,38400.0,74.42,1.5,0.35
37.0,37.0,36.45,36.45,36.82,3600.0,3.0,132540.0,3600.0,100.0,0.55,-0.55
37.0,37.1,36.4,37.0,36.95,98400.0,31.0,3636000.0,85200.0,86.59,0.7,0.0
36.95,37.0,36.9,37.0,36.93,48000.0,11.0,1772580.0,48000.0,100.0,0.1,0.05
36.9,36.9,36.9,36.9,36.9,14400.0,2.0,531360.0,14400.0,100.0,0.0,0.0
35.5,37.05,35.5,37.05,36.95,28800.0,21.0,1064100.0,27600.0,95.83,1.55,1.55
37.0,37.95,37.0,37.85,37.32,259200.0,40.0,9674280.0,247200.0,95.37,0.95,0.85
36.25,37.0,35.6,37.0,36.67,20400.0,15.0,748080.0,13200.0,64.71,1.4,0.75
35.8,38.0,35.8,37.65,37.03,24000.0,19.0,888600.0,15600.0,65.0,2.2,1.85
37.0,38.0,37.0,38.0,37.57,8400.0,6.0,315600.0,8400.0,100.0,1.0,1.0
37.0,39.0,37.0,38.0,37.67,67200.0,33.0,2531160.0,56400.0,83.93,2.0,1.0
37.05,38.0,36.15,37.0,37.03,232800.0,35.0,8619420.0,217200.0,93.3,1.85,-0.05
38.65,38.65,35.55,37.3,37.14,43200.0,19.0,1604460.0,33600.0,77.78,3.1,-1.35
36.0,39.0,35.0,39.0,37.84,240000.0,38.0,9081600.0,211200.0,88.0,4.0,3.0
37.8,37.8,35.6,35.6,36.89,8400.0,7.0,309840.0,7200.0,85.71,2.2,-2.2
36.7,37.0,36.7,36.9,36.88,3600.0,3.0,132780.0,3600.0,100.0,0.3,0.2
35.3,40.5,35.3,39.05,37.94,124800.0,34.0,4734900.0,108000.0,86.54,5.2,3.75
40.4,40.4,37.5,38.75,37.99,19200.0,10.0,729420.0,15600.0,81.25,2.9,-1.65
38.45,43.0,38.45,40.5,40.61,26400.0,19.0,1072200.0,18000.0,68.18,4.55,2.05
42.2,42.2,40.55,41.0,41.48,12000.0,10.0,497700.0,10800.0,90.0,1.65,-1.2
40.5,48.0,39.25,47.4,43.27,56400.0,39.0,2440260.0,48000.0,85.11,8.75,6.9
45.1,47.0,44.5,45.45,45.25,55200.0,25.0,2497860.0,42000.0,76.09,2.5,0.35
45.0,52.0,44.3,51.7,47.46,157200.0,39.0,7460580.0,139200.0,88.55,7.7,6.7
51.25,52.0,49.25,51.45,50.71,32400.0,17.0,1643100.0,27600.0,85.19,2.75,0.2
49.05,50.9,47.9,48.65,48.96,13200.0,11.0,646320.0,9600.0,72.73,3.0,-0.4
49.6,52.8,47.0,49.2,49.42,80400.0,43.0,3973560.0,62400.0,77.61,5.8,-0.4
49.0,49.0,47.0,48.7,48.16,24000.0,18.0,1155720.0,16800.0,70.0,2.0,-0.3
48.0,48.55,45.5,45.8,46.2,15600.0,11.0,720720.0,8400.0,53.85,3.05,-2.2
46.55,46.7,45.6,46.7,46.26,10800.0,9.0,499560.0,8400.0,77.78,1.1,0.15
45.0,48.5,44.25,46.6,45.58,64800.0,33.0,2953620.0,51600.0,79.63,4.25,1.6
49.0,49.0,43.0,46.05,46.11,73200.0,33.0,3375060.0,69600.0,95.08,6.0,-2.95
